"Species" "SiteID" "Surface Type" "Plant growth type" "Biome" "Quantity" "Value"
"736" "Smellophyllum capense" "4b" "sandstone" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 0
"737" "Smellophyllum capense" "4b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"738" "Smellophyllum capense" "4b" "sandstone" "Tree" "Thicket" "Number of individuals in 2012" 0
"739" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 50
"740" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 11
"741" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 8
"742" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"743" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"744" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"745" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 1000
"746" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"747" "Smellophyllum capense" "5a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 1
"748" "Smellophyllum capense" "5b" "sandstone" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 39
"749" "Smellophyllum capense" "5b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 24
"750" "Smellophyllum capense" "5b" "sandstone" "Tree" "Thicket" "Number of individuals in 1994" 15
"751" "Smellophyllum capense" "5b" "sandstone" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"752" "Smellophyllum capense" "5b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"753" "Smellophyllum capense" "5b" "sandstone" "Tree" "Thicket" "Number of individuals in 2008" NA
"754" "Smellophyllum capense" "5b" "sandstone" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 0
"755" "Smellophyllum capense" "5b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"756" "Smellophyllum capense" "5b" "sandstone" "Tree" "Thicket" "Number of individuals in 2012" 0
"757" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 105
"758" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 98
"759" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 57
"760" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"761" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"762" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"763" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 41080
"764" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 36973
"765" "Acacia karoo" "2a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 5
"766" "Acacia karoo" "2b" "sandstone" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 242
"767" "Acacia karoo" "2b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 254
"768" "Acacia karoo" "2b" "sandstone" "Tree" "Thicket" "Number of individuals in 1994" 39
"769" "Acacia karoo" "2b" "sandstone" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"770" "Acacia karoo" "2b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"771" "Acacia karoo" "2b" "sandstone" "Tree" "Thicket" "Number of individuals in 2008" NA
"772" "Acacia karoo" "2b" "sandstone" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 0
"773" "Acacia karoo" "2b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"774" "Acacia karoo" "2b" "sandstone" "Tree" "Thicket" "Number of individuals in 2012" 0
"775" "Acacia karoo" "3" "africa" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 605
"776" "Acacia karoo" "3" "africa" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" NA
"777" "Acacia karoo" "3" "africa" "Tree" "Thicket" "Number of individuals in 1994" 50
"778" "Acacia karoo" "3" "africa" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"779" "Acacia karoo" "3" "africa" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"780" "Acacia karoo" "3" "africa" "Tree" "Thicket" "Number of individuals in 2008" NA
"781" "Acacia karoo" "3" "africa" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 3825
"782" "Acacia karoo" "3" "africa" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 3190
"783" "Acacia karoo" "3" "africa" "Tree" "Thicket" "Number of individuals in 2012" 23
"784" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 187
"785" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 190
"786" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 66
"787" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"788" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"789" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"790" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 1142
"791" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 2019
"792" "Acacia karoo" "4a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 30
"793" "Acacia karoo" "4b" "sandstone" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 59
"794" "Acacia karoo" "4b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 61
"795" "Acacia karoo" "4b" "sandstone" "Tree" "Thicket" "Number of individuals in 1994" 66
"796" "Acacia karoo" "4b" "sandstone" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"797" "Acacia karoo" "4b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"798" "Acacia karoo" "4b" "sandstone" "Tree" "Thicket" "Number of individuals in 2008" NA
"799" "Acacia karoo" "4b" "sandstone" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 300
"800" "Acacia karoo" "4b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"801" "Acacia karoo" "4b" "sandstone" "Tree" "Thicket" "Number of individuals in 2012" 1
"802" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 263
"803" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 264
"804" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Number of individuals in 1994" 51
"805" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"806" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"807" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Number of individuals in 2008" NA
"808" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 2859
"809" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 3942
"810" "Acacia karoo" "5a" "shale" "Tree" "Thicket" "Number of individuals in 2012" 20
"811" "Acacia karoo" "5b" "sandstone" "Tree" "Thicket" "Area cover in 1994 (cm^2)" 8
"812" "Acacia karoo" "5b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 8
"813" "Acacia karoo" "5b" "sandstone" "Tree" "Thicket" "Number of individuals in 1994" 49
"814" "Acacia karoo" "5b" "sandstone" "Tree" "Thicket" "Area cover in 2008 (cm^2)" NA
"815" "Acacia karoo" "5b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"816" "Acacia karoo" "5b" "sandstone" "Tree" "Thicket" "Number of individuals in 2008" NA
"817" "Acacia karoo" "5b" "sandstone" "Tree" "Thicket" "Area cover in 2012 (cm^2)" 0
"818" "Acacia karoo" "5b" "sandstone" "Tree" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"819" "Acacia karoo" "5b" "sandstone" "Tree" "Thicket" "Number of individuals in 2012" 0
"820" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 84
"821" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 56
"822" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Number of individuals in 1994" 17
"823" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"824" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"825" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Number of individuals in 2008" NA
"826" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 10450
"827" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"828" "Crassula ovata" "2a" "shale" "Succulent" "Thicket" "Number of individuals in 2012" 1
"829" "Crassula ovata" "2b" "sandstone" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 76
"830" "Crassula ovata" "2b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 39
"831" "Crassula ovata" "2b" "sandstone" "Succulent" "Thicket" "Number of individuals in 1994" 17
"832" "Crassula ovata" "2b" "sandstone" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"833" "Crassula ovata" "2b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"834" "Crassula ovata" "2b" "sandstone" "Succulent" "Thicket" "Number of individuals in 2008" NA
"835" "Crassula ovata" "2b" "sandstone" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 1718
"836" "Crassula ovata" "2b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 625
"837" "Crassula ovata" "2b" "sandstone" "Succulent" "Thicket" "Number of individuals in 2012" 4
"838" "Crassula ovata" "3" "africa" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 75
"839" "Crassula ovata" "3" "africa" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" NA
"840" "Crassula ovata" "3" "africa" "Succulent" "Thicket" "Number of individuals in 1994" 13
"841" "Crassula ovata" "3" "africa" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"842" "Crassula ovata" "3" "africa" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"843" "Crassula ovata" "3" "africa" "Succulent" "Thicket" "Number of individuals in 2008" NA
"844" "Crassula ovata" "3" "africa" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 0
"845" "Crassula ovata" "3" "africa" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"846" "Crassula ovata" "3" "africa" "Succulent" "Thicket" "Number of individuals in 2012" 0
"847" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 86
"848" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 49
"849" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Number of individuals in 1994" 19
"850" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"851" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"852" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Number of individuals in 2008" NA
"853" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 0
"854" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"855" "Crassula ovata" "4a" "shale" "Succulent" "Thicket" "Number of individuals in 2012" 0
"856" "Crassula ovata" "4b" "sandstone" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 108
"857" "Crassula ovata" "4b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 53
"858" "Crassula ovata" "4b" "sandstone" "Succulent" "Thicket" "Number of individuals in 1994" 17
"859" "Crassula ovata" "4b" "sandstone" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"860" "Crassula ovata" "4b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"861" "Crassula ovata" "4b" "sandstone" "Succulent" "Thicket" "Number of individuals in 2008" NA
"862" "Crassula ovata" "4b" "sandstone" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 0
"863" "Crassula ovata" "4b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"864" "Crassula ovata" "4b" "sandstone" "Succulent" "Thicket" "Number of individuals in 2012" 0
"865" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 165
"866" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 122
"867" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Number of individuals in 1994" 15
"868" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"869" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"870" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Number of individuals in 2008" NA
"871" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 0
"872" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"873" "Crassula ovata" "5a" "shale" "Succulent" "Thicket" "Number of individuals in 2012" 0
"874" "Crassula ovata" "5b" "sandstone" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 49
"875" "Crassula ovata" "5b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 22
"876" "Crassula ovata" "5b" "sandstone" "Succulent" "Thicket" "Number of individuals in 1994" 18
"877" "Crassula ovata" "5b" "sandstone" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"878" "Crassula ovata" "5b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"879" "Crassula ovata" "5b" "sandstone" "Succulent" "Thicket" "Number of individuals in 2008" NA
"880" "Crassula ovata" "5b" "sandstone" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 0
"881" "Crassula ovata" "5b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"882" "Crassula ovata" "5b" "sandstone" "Succulent" "Thicket" "Number of individuals in 2012" 0
"883" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 308
"884" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 375
"885" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Number of individuals in 1994" 19
"886" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"887" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"888" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Number of individuals in 2008" NA
"889" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 3701
"890" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 3778
"891" "Portulacaria afra" "2a" "shale" "Succulent" "Thicket" "Number of individuals in 2012" 10
"892" "Portulacaria afra" "2b" "sandstone" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 87
"893" "Portulacaria afra" "2b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 69
"894" "Portulacaria afra" "2b" "sandstone" "Succulent" "Thicket" "Number of individuals in 1994" 19
"895" "Portulacaria afra" "2b" "sandstone" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"896" "Portulacaria afra" "2b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"897" "Portulacaria afra" "2b" "sandstone" "Succulent" "Thicket" "Number of individuals in 2008" NA
"898" "Portulacaria afra" "2b" "sandstone" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 556
"899" "Portulacaria afra" "2b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 556
"900" "Portulacaria afra" "2b" "sandstone" "Succulent" "Thicket" "Number of individuals in 2012" 19
"901" "Portulacaria afra" "3" "africa" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 95
"902" "Portulacaria afra" "3" "africa" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" NA
"903" "Portulacaria afra" "3" "africa" "Succulent" "Thicket" "Number of individuals in 1994" 20
"904" "Portulacaria afra" "3" "africa" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"905" "Portulacaria afra" "3" "africa" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"906" "Portulacaria afra" "3" "africa" "Succulent" "Thicket" "Number of individuals in 2008" NA
"907" "Portulacaria afra" "3" "africa" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 563
"908" "Portulacaria afra" "3" "africa" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 685
"909" "Portulacaria afra" "3" "africa" "Succulent" "Thicket" "Number of individuals in 2012" 3
"910" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 22
"911" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 14
"912" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Number of individuals in 1994" 20
"913" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"914" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"915" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Number of individuals in 2008" NA
"916" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 0
"917" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"918" "Portulacaria afra" "4a" "shale" "Succulent" "Thicket" "Number of individuals in 2012" 0
"919" "Portulacaria afra" "4b" "sandstone" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 41
"920" "Portulacaria afra" "4b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 41
"921" "Portulacaria afra" "4b" "sandstone" "Succulent" "Thicket" "Number of individuals in 1994" 19
"922" "Portulacaria afra" "4b" "sandstone" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"923" "Portulacaria afra" "4b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"924" "Portulacaria afra" "4b" "sandstone" "Succulent" "Thicket" "Number of individuals in 2008" NA
"925" "Portulacaria afra" "4b" "sandstone" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 0
"926" "Portulacaria afra" "4b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"927" "Portulacaria afra" "4b" "sandstone" "Succulent" "Thicket" "Number of individuals in 2012" 0
"928" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 34
"929" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 40
"930" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Number of individuals in 1994" 17
"931" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"932" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"933" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Number of individuals in 2008" NA
"934" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 0
"935" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"936" "Portulacaria afra" "5a" "shale" "Succulent" "Thicket" "Number of individuals in 2012" 0
"937" "Portulacaria afra" "5b" "sandstone" "Succulent" "Thicket" "Area cover in 1994 (cm^2)" 15
"938" "Portulacaria afra" "5b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 1994 (cm^2)" 10
"939" "Portulacaria afra" "5b" "sandstone" "Succulent" "Thicket" "Number of individuals in 1994" 16
"940" "Portulacaria afra" "5b" "sandstone" "Succulent" "Thicket" "Area cover in 2008 (cm^2)" NA
"941" "Portulacaria afra" "5b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 2008 (cm^2)" NA
"942" "Portulacaria afra" "5b" "sandstone" "Succulent" "Thicket" "Number of individuals in 2008" NA
"943" "Portulacaria afra" "5b" "sandstone" "Succulent" "Thicket" "Area cover in 2012 (cm^2)" 0
"944" "Portulacaria afra" "5b" "sandstone" "Succulent" "Thicket" "Standard Deviation of area cover in 2012 (cm^2)" 0
"945" "Portulacaria afra" "5b" "sandstone" "Succulent" "Thicket" "Number of individuals in 2012" 0
